rock_type,geological_structure,joint_spacing_cm,weathering_grade,presence_of_clay_seams,slope_angle_degrees,bench_height_m,slope_aspect_degrees,bench_width_m,annual_rainfall_mm,pore_water_pressure_kPa,seepage_presence,seismic_activity,blast_vibration_intensity_mm_s,blast_frequency_per_month,time_since_last_rockfall_days,rockfall_event,rockfall_risk,high_risk_flag
granite,fault,55,fresh,0,68,11,150,9,2016,50,1,1,32,9,15,1,0.75,1
limestone,fault,25,highly weathered,0,70,14,230,6,1700,40,0,0,20,5,60,0,0.02,0
granite,dyke,65,fresh,0,70,9,250,9,1903,42,0,0,35,7,150,0,0.1,0
sandstone,fault,38,highly weathered,0,49,5,270,7,1908,42,1,1,49,11,80,0,0.23,0
granite,fault,90,slightly weathered,0,58,10,210,9,1700,35,1,0,22,8,45,0,0.04,0
sandstone,bedding plane,25,highly weathered,0,60,7,135,7,2102,60,0,1,13,6,100,0,0.04,0
limestone,fault,45,highly weathered,0,67,15,300,7,2300,85,1,1,48,6,100,0,0.37,0
limestone,fault,25,slightly weathered,0,68,6,180,10,1506,45,1,0,34,8,60,0,0.04,0
granite,fault,40,slightly weathered,0,68,9,90,11,1405,65,1,0,39,7,105,0,0.04,0
granite,fault,70,highly weathered,1,70,8,330,10,2203,85,1,1,30,8,45,0,0.3,0
limestone,joint,75,slightly weathered,1,75,12,45,13,2107,85,1,0,38,11,30,1,0.94,1
sandstone,bedding plane,94,slightly weathered,1,74,8,212,7,2118,94,1,1,43,12,28,1,0.96,1
granite,dyke,66,fresh,0,74,11,173,14,2200,59,0,1,33,9,40,1,0.84,1
sandstone,bedding plane,25,highly weathered,0,72,7,150,7,2022,60,1,0,15,12,10,1,0.8,1
limestone,dyke,45,slightly weathered,0,62,9,135,9,1655,25,0,0,38,7,80,0,0.01,0
basalt,bedding plane,80,fresh,0,70,10,110,12,1235,20,0,0,20,6,60,0,0.02,0
granite,fault,90,slightly weathered,0,67,10,210,10,1201,35,1,0,38,8,45,1,0.66,0
sandstone,fault,70,highly weathered,1,50,5,180,6,1600,45,1,0,15,6,120,0,0.0,0
granite,fault,55,slightly weathered,0,47,7,90,6,2022,60,1,1,30,7,120,0,0.06,0
granite,dyke,55,fresh,0,60,8,290,11,1600,40,1,0,28,6,100,0,0.01,0
sandstone,joint,65,highly weathered,1,58,14,150,13,2443,80,1,1,40,12,150,1,0.97,1
basalt,joint,55,fresh,1,58,6,15,13,1561,35,0,0,12,11,120,0,0.02,0
basalt,joint,50,slightly weathered,0,65,10,240,9,1318,55,0,1,40,7,30,1,0.73,1
sandstone,joint,22,slightly weathered,0,68,7,200,11,1902,30,0,1,42,9,75,0,0.15,0
basalt,dyke,55,slightly weathered,1,65,8,200,8,2031,85,1,1,44,9,105,1,0.94,1
basalt,dyke,70,fresh,0,73,12,135,9,1905,75,1,1,46,6,50,1,0.88,1
limestone,bedding plane,65,highly weathered,1,69,9,310,13,2437,75,1,1,38,12,35,1,0.92,1
granite,fault,54,slightly weathered,0,67,13,100,10,2311,50,0,1,30,9,50,0,0.07,0
limestone,bedding plane,50,highly weathered,1,63,12,330,12,2118,95,1,0,43,10,60,1,0.94,1
limestone,fault,25,highly weathered,0,58,6,330,5,2427,85,1,0,17,5,150,0,0.1,0
granite,fault,35,slightly weathered,0,67,9,130,11,2013,25,1,0,34,8,135,0,0.04,0
limestone,dyke,60,fresh,0,58,5,60,6,1600,25,0,0,18,7,150,0,0.0,0
basalt,fault,65,slightly weathered,1,62,9,230,9,1657,55,1,0,38,9,135,0,0.1,0
granite,fault,45,slightly weathered,0,65,10,130,8,1505,30,1,0,30,8,30,0,0.06,0
sandstone,bedding plane,58,slightly weathered,0,60,5,340,9,2202,65,1,0,35,9,90,0,0.11,0
basalt,dyke,80,slightly weathered,0,72,15,120,14,1412,60,0,1,42,7,15,1,0.96,1
sandstone,fault,40,slightly weathered,0,60,12,250,13,1601,72,1,0,28,5,80,0,0.06,0
limestone,fault,55,slightly weathered,0,69,12,210,9,2021,65,1,1,40,10,55,1,0.95,1
granite,fault,65,slightly weathered,0,66,13,150,14,2500,50,0,1,29,9,55,0,0.1,0
granite,fault,55,highly weathered,0,74,6,85,7,2402,78,1,1,42,11,30,1,0.96,1
limestone,fault,20,slightly weathered,0,63,14,100,11,1317,40,0,1,35,7,150,0,0.03,0
sandstone,joint,55,slightly weathered,0,65,10,210,10,1800,30,0,0,20,6,75,0,0.01,0
granite,fault,45,slightly weathered,0,65,10,210,8,2023,40,1,0,35,8,30,1,0.76,1
limestone,fault,42,fresh,1,69,13,110,10,2030,78,1,1,36,10,50,1,0.94,1
sandstone,fault,20,highly weathered,1,66,13,330,9,2017,65,1,0,18,11,60,0,0.15,0
basalt,dyke,61,slightly weathered,1,67,12,180,12,1703,52,1,1,39,9,15,1,0.92,1
basalt,joint,65,fresh,0,66,11,250,14,1657,55,1,1,48,10,35,0,0.25,0
basalt,fault,35,fresh,0,55,15,150,10,943,10,0,1,40,6,90,0,0.17,0
granite,fault,50,slightly weathered,0,50,8,340,10,2011,40,1,1,35,9,80,0,0.08,0
limestone,fault,85,slightly weathered,1,65,10,150,12,2020,48,1,0,38,9,45,1,0.81,1
basalt,dyke,80,slightly weathered,0,63,9,330,14,1911,25,0,0,20,7,75,0,0.03,0
limestone,fault,52,slightly weathered,1,65,10,250,10,2119,72,1,0,34,11,2,1,0.91,1
granite,fault,30,fresh,0,67,13,150,13,1505,45,0,0,28,11,20,1,0.72,1
granite,fault,26,slightly weathered,0,63,6,155,7,1361,54,0,1,23,9,165,0,0.01,0
basalt,dyke,65,fresh,0,58,10,60,9,1182,29,0,0,28,9,20,0,0.02,0
limestone,bedding plane,65,slightly weathered,1,63,5,210,8,1600,60,1,0,34,8,80,0,0.08,0
sandstone,joint,48,highly weathered,0,47,6,90,12,2449,85,1,1,50,6,90,1,0.89,1
sandstone,fault,15,slightly weathered,0,58,6,250,8,1364,58,0,1,27,5,160,0,0.01,0
granite,fault,58,fresh,0,73,6,250,7,1902,28,0,0,41,6,108,0,0.03,0
granite,bedding plane,70,highly weathered,1,72,9,330,5,2017,75,1,0,27,9,120,0,0.08,0
limestone,fault,35,slightly weathered,0,66,13,310,12,1702,60,0,0,38,7,20,0,0.06,0
limestone,fault,20,highly weathered,1,55,12,250,12,2204,75,1,1,45,9,90,1,0.93,1
granite,fault,85,slightly weathered,0,50,9,70,10,1802,40,0,0,20,8,30,0,0.01,0
granite,bedding plane,40,slightly weathered,0,72,10,110,8,1800,40,1,0,30,8,45,0,0.17,0
sandstone,fault,25,fresh,0,72,14,315,10,935,10,0,0,15,6,10,0,0.01,0
basalt,fault,30,slightly weathered,0,59,12,270,5,1601,60,1,1,42,9,80,0,0.18,0
granite,fault,70,fresh,0,72,9,150,7,1601,25,0,0,25,7,25,0,0.0,0
granite,bedding plane,60,highly weathered,1,72,13,90,12,1800,50,1,0,25,9,45,0,0.14,0
granite,bedding plane,25,highly weathered,1,67,9,180,10,1700,55,1,0,38,11,90,0,0.16,0
basalt,dyke,65,slightly weathered,0,72,14,190,10,1601,48,1,1,24,11,100,0,0.14,0
granite,fault,49,slightly weathered,0,67,6,190,8,1601,52,1,0,30,8,45,0,0.06,0
sandstone,fault,20,slightly weathered,1,72,9,150,13,1325,65,1,0,40,7,75,0,0.14,0
granite,fault,50,slightly weathered,1,68,8,210,10,2024,45,1,0,32,7,120,0,0.08,0
granite,bedding plane,85,slightly weathered,1,52,9,330,9,1702,40,1,0,25,6,140,0,0.01,0
sandstone,bedding plane,25,highly weathered,1,72,12,210,6,2201,85,1,1,48,4,10,1,0.99,1
basalt,dyke,35,fresh,0,72,14,340,11,2000,50,0,1,40,10,10,1,0.98,1
basalt,dyke,40,slightly weathered,0,73,5,250,14,1911,60,0,0,30,7,120,0,0.12,0
granite,bedding plane,75,highly weathered,0,67,13,330,11,1703,30,0,0,30,5,45,0,0.08,0
basalt,joint,60,highly weathered,0,74,8,90,6,1907,55,0,0,37,10,40,0,0.08,0
limestone,dyke,55,fresh,0,70,12,180,8,2200,80,1,1,50,10,120,1,0.98,1
granite,fault,50,slightly weathered,0,67,9,240,9,1600,50,0,1,37,10,80,0,0.05,0
basalt,joint,52,fresh,0,71,10,200,7,1450,24,0,0,23,7,70,0,0.0,0
granite,dyke,40,fresh,0,72,13,135,13,1874,65,0,1,25,9,10,1,0.83,1
sandstone,joint,70,highly weathered,0,50,6,45,6,1324,35,0,0,25,6,120,0,0.0,0
sandstone,joint,55,slightly weathered,0,65,10,250,9,1320,20,0,0,18,7,187,0,0.01,0
granite,fault,50,fresh,0,47,5,220,6,1225,15,0,0,28,4,150,0,0.0,0
granite,fault,40,slightly weathered,0,67,5,290,6,1802,50,0,0,22,10,15,0,0.07,0
granite,fault,55,slightly weathered,0,69,11,240,9,2013,76,1,1,43,9,165,1,0.83,1
limestone,fault,42,slightly weathered,1,66,15,310,9,1651,30,0,0,27,7,20,1,0.67,0
sandstone,joint,45,slightly weathered,0,67,11,120,9,1601,35,0,0,23,7,75,0,0.0,0
basalt,joint,50,slightly weathered,0,50,8,220,10,1600,25,0,0,48,7,90,0,0.06,0
granite,fault,25,fresh,0,70,12,210,10,1225,40,1,0,35,8,60,1,0.76,1
limestone,fault,69,fresh,0,62,8,310,8,2201,70,1,1,20,10,38,1,0.85,1
sandstone,bedding plane,65,highly weathered,1,55,6,200,8,1912,50,1,0,20,6,90,0,0.01,0
basalt,fault,50,slightly weathered,1,67,14,195,9,2305,70,1,1,40,11,75,1,0.9,1
granite,fault,25,highly weathered,1,68,6,250,14,2113,8,1,1,44,4,150,1,0.83,1
granite,fault,38,slightly weathered,0,58,7,150,9,1911,20,0,0,23,7,75,0,0.0,0
sandstone,joint,25,highly weathered,1,66,10,85,7,2111,50,1,1,38,7,25,1,0.85,1
granite,fault,45,slightly weathered,0,62,6,250,9,1503,35,1,0,20,8,45,0,0.07,0
basalt,dyke,45,fresh,0,67,12,135,11,1703,36,0,1,41,12,8,1,0.96,1
sandstone,fault,22,highly weathered,1,66,6,150,6,1915,62,1,1,18,5,17,0,0.14,0
granite,fault,25,slightly weathered,0,65,10,250,8,1801,30,1,0,35,8,45,0,0.15,0
sandstone,joint,45,fresh,0,52,7,290,6,1317,50,0,1,24,4,150,0,0.02,0
basalt,joint,18,fresh,0,58,13,330,6,1208,20,0,0,10,5,60,0,0.0,0
limestone,joint,55,highly weathered,1,72,15,50,14,2108,70,1,1,40,7,15,1,0.98,1
basalt,dyke,90,fresh,0,72,11,45,9,1600,50,0,1,25,10,120,0,0.15,0
sandstone,fault,45,highly weathered,1,74,6,150,14,2012,80,1,1,42,12,150,1,1.0,1
limestone,dyke,30,slightly weathered,1,73,12,128,10,1701,74,1,1,44,12,8,1,1.0,1
sandstone,joint,52,slightly weathered,1,58,9,45,12,1461,44,1,0,20,8,115,0,0.0,0
basalt,fault,55,slightly weathered,1,59,13,180,12,1703,20,1,0,28,8,60,0,0.06,0
sandstone,bedding plane,77,highly weathered,0,55,6,105,7,1416,17,1,0,34,10,132,0,0.04,0
sandstone,fault,25,slightly weathered,0,62,8,60,6,1208,22,0,0,22,6,25,0,0.0,0
sandstone,fault,43,fresh,0,58,12,187,13,2203,30,0,1,22,7,10,0,0.07,0
limestone,fault,55,highly weathered,1,75,5,60,6,2437,85,1,1,29,11,70,1,0.82,1
sandstone,joint,55,slightly weathered,1,60,7,275,6,2123,52,0,0,32,10,100,0,0.03,0
basalt,dyke,40,fresh,0,74,15,330,10,1654,55,1,0,37,9,135,1,0.74,1
basalt,dyke,40,fresh,1,70,12,120,12,2201,20,0,1,40,10,30,1,0.91,1
limestone,bedding plane,62,highly weathered,1,74,14,250,13,2309,78,1,1,36,8,40,1,0.93,1
basalt,fault,45,slightly weathered,0,73,13,245,10,1700,65,1,1,38,8,60,0,0.1,0
granite,bedding plane,58,slightly weathered,0,74,10,225,9,1651,48,0,1,27,6,108,0,0.03,0
sandstone,joint,55,slightly weathered,0,66,10,135,7,2112,63,0,0,27,6,25,0,0.03,0
limestone,fault,35,slightly weathered,0,72,14,300,12,962,65,1,0,28,8,65,0,0.05,0
basalt,fault,45,slightly weathered,0,62,12,120,9,1865,35,1,0,34,7,45,0,0.05,0
granite,fault,65,slightly weathered,1,74,10,210,14,2310,95,1,1,47,9,30,1,0.97,1
basalt,dyke,15,fresh,0,67,14,195,15,1358,52,0,0,15,7,150,0,0.04,0
granite,fault,40,slightly weathered,0,68,10,300,12,2015,50,1,0,30,8,40,1,0.81,1
granite,bedding plane,60,slightly weathered,0,69,10,300,7,2101,70,1,0,48,12,150,1,0.91,1
limestone,fault,55,slightly weathered,0,67,9,180,8,1801,75,1,0,22,9,120,0,0.12,0
sandstone,bedding plane,65,highly weathered,1,55,8,170,6,2030,70,1,0,35,6,150,1,0.7,0
sandstone,joint,85,fresh,0,70,9,190,11,1801,60,0,1,30,7,90,0,0.1,0
basalt,dyke,55,slightly weathered,0,66,13,130,14,1860,35,0,0,32,10,10,0,0.1,0
sandstone,bedding plane,35,highly weathered,1,74,6,270,12,1703,70,1,1,32,11,75,1,0.91,1
basalt,dyke,73,fresh,0,59,13,45,13,1911,42,0,0,19,5,30,0,0.0,0
granite,fault,60,highly weathered,0,70,14,135,14,2012,55,0,0,41,10,35,1,0.84,1
sandstone,dyke,55,highly weathered,1,55,5,240,13,2021,75,1,0,15,10,90,0,0.1,0
basalt,dyke,25,fresh,0,52,12,300,13,921,10,0,1,40,6,45,0,0.2,0
granite,fault,85,slightly weathered,1,66,9,160,7,2119,52,1,0,39,9,95,1,0.72,1
basalt,dyke,85,fresh,0,60,8,150,9,2014,20,0,1,48,9,15,1,0.87,1
limestone,fault,60,slightly weathered,0,69,14,330,8,1652,82,1,0,43,10,3,1,0.9,1
granite,fault,55,fresh,0,70,9,100,12,1800,45,1,0,30,7,60,0,0.07,0
basalt,dyke,85,highly weathered,0,69,9,45,9,2105,65,1,0,43,12,2,1,0.94,1
sandstone,fault,25,slightly weathered,0,55,8,310,10,1600,40,1,0,35,6,60,0,0.05,0
limestone,fault,45,highly weathered,1,72,14,100,9,2302,90,1,1,38,12,5,1,1.0,1
granite,fault,55,slightly weathered,1,67,9,210,8,2112,65,1,0,38,11,120,1,0.75,1
granite,fault,25,slightly weathered,0,65,10,210,10,1508,50,1,0,25,8,45,1,0.69,0
sandstone,joint,60,slightly weathered,0,66,10,210,12,1417,50,0,0,45,7,75,0,0.04,0
sandstone,bedding plane,40,slightly weathered,0,58,7,210,7,1703,25,1,0,12,5,180,0,0.01,0
sandstone,fault,36,slightly weathered,0,66,12,212,14,2115,54,1,0,23,7,40,0,0.07,0
basalt,fault,55,slightly weathered,0,62,10,210,8,1221,35,1,0,20,8,45,0,0.11,0
sandstone,bedding plane,68,highly weathered,1,58,6,150,7,1321,18,0,0,28,4,170,0,0.0,0
granite,fault,85,fresh,0,73,15,135,15,1411,45,0,0,32,8,80,0,0.04,0
sandstone,joint,60,slightly weathered,0,63,5,90,6,1505,60,1,0,40,11,50,0,0.11,0
sandstone,fault,50,slightly weathered,1,58,8,310,9,1414,65,0,0,33,9,70,0,0.03,0
sandstone,bedding plane,20,highly weathered,1,74,9,150,10,2002,81,1,0,36,11,8,1,0.93,1
basalt,fault,60,slightly weathered,0,55,12,240,10,2203,60,1,1,40,10,30,1,0.91,1
limestone,dyke,15,slightly weathered,0,60,13,300,11,1504,25,0,0,18,10,175,0,0.03,0
sandstone,fault,25,slightly weathered,0,52,8,330,12,2023,60,1,1,32,7,55,1,0.77,1
sandstone,bedding plane,30,highly weathered,1,77,10,300,8,2123,85,1,0,42,4,120,1,0.93,1
granite,fault,50,slightly weathered,0,62,13,250,9,1760,48,1,0,20,9,55,0,0.05,0
basalt,fault,68,slightly weathered,0,59,9,250,9,1876,40,0,1,36,7,87,0,0.04,0
limestone,fault,40,highly weathered,1,69,6,280,7,1601,90,1,0,42,9,180,1,0.92,1
limestone,bedding plane,42,highly weathered,1,74,12,60,13,1800,85,1,0,22,7,150,1,0.81,1
granite,fault,45,slightly weathered,1,72,13,240,8,1802,70,1,0,35,8,30,0,0.17,0
sandstone,fault,70,slightly weathered,0,66,15,350,10,2022,55,1,1,42,12,10,1,0.95,1
granite,fault,20,slightly weathered,1,69,9,90,7,1915,45,1,1,27,5,75,0,0.07,0
granite,joint,45,slightly weathered,0,62,13,120,9,1507,22,1,0,30,8,40,0,0.13,0
limestone,fault,55,highly weathered,0,73,6,90,14,2114,80,1,1,38,6,30,1,0.88,1
granite,bedding plane,45,slightly weathered,1,65,8,90,8,1700,45,1,0,35,8,30,1,0.73,1
basalt,dyke,65,fresh,0,60,11,230,9,1915,58,1,0,48,11,30,1,0.77,1
limestone,dyke,45,fresh,1,70,15,195,14,2304,90,1,1,45,12,10,1,1.0,1
limestone,bedding plane,65,highly weathered,1,73,13,330,7,1900,85,1,1,43,12,20,1,0.97,1
sandstone,fault,25,slightly weathered,1,69,6,200,7,1456,40,1,0,36,9,55,0,0.03,0
sandstone,fault,17,highly weathered,1,47,14,135,7,1700,86,1,1,46,12,102,1,0.97,1
limestone,fault,45,slightly weathered,1,70,14,120,9,2020,70,1,1,40,7,35,1,0.96,1
basalt,dyke,55,slightly weathered,0,66,9,160,10,2406,60,1,1,48,11,15,1,0.98,1
limestone,bedding plane,91,highly weathered,1,67,6,135,9,1402,80,1,1,41,9,125,1,0.91,1
granite,fault,55,slightly weathered,0,73,10,230,9,1655,60,0,0,27,8,65,0,0.03,0
granite,fault,64,slightly weathered,1,73,14,161,14,2122,51,1,1,21,9,89,1,0.81,1
basalt,fault,40,slightly weathered,0,68,14,250,11,2066,35,1,1,48,11,10,1,0.95,1
basalt,fault,60,fresh,0,63,8,240,13,1600,45,0,0,18,5,90,0,0.0,0
sandstone,joint,35,fresh,0,60,13,150,14,2437,60,1,1,40,9,45,0,0.23,0
basalt,dyke,60,fresh,0,67,14,130,10,1700,80,1,0,42,8,90,1,0.75,1
sandstone,fault,45,slightly weathered,0,59,10,250,11,1393,80,1,1,26,12,110,0,0.1,0
granite,joint,45,slightly weathered,1,62,6,120,10,1507,25,1,0,15,6,90,0,0.0,0
granite,fault,55,slightly weathered,1,73,11,245,14,1600,60,1,0,22,9,75,0,0.05,0
sandstone,fault,42,slightly weathered,0,58,7,100,9,1460,65,0,0,32,7,40,0,0.01,0
limestone,bedding plane,25,fresh,0,52,6,300,11,2118,75,1,0,35,12,180,0,0.12,0
limestone,fault,41,slightly weathered,0,68,8,120,9,1601,73,1,1,36,10,70,0,0.14,0
basalt,joint,40,fresh,0,58,9,220,7,1915,20,0,0,18,6,20,0,0.0,0
basalt,joint,30,fresh,0,50,8,85,7,1251,25,0,0,20,5,10,0,0.01,0
granite,fault,40,slightly weathered,1,60,9,150,9,976,60,1,0,20,8,70,0,0.02,0
limestone,dyke,40,slightly weathered,0,62,9,135,9,1601,65,0,0,31,8,110,0,0.02,0
basalt,fault,65,fresh,0,57,12,135,9,2305,30,0,0,18,6,30,0,0.01,0
sandstone,fault,38,slightly weathered,0,46,5,60,9,1420,55,0,0,12,4,110,0,0.0,0
granite,dyke,65,slightly weathered,0,63,7,135,9,1702,40,0,0,26,7,85,0,0.01,0
basalt,fault,55,slightly weathered,0,59,9,300,8,1558,25,0,0,15,11,20,0,0.0,0
basalt,dyke,40,slightly weathered,0,60,13,120,6,1600,10,0,0,22,6,15,0,0.02,0
limestone,dyke,55,slightly weathered,0,64,13,190,10,1906,65,0,0,30,9,90,0,0.05,0
granite,fault,48,slightly weathered,0,58,8,255,13,1904,66,1,0,22,8,100,0,0.02,0
granite,fault,50,slightly weathered,0,62,8,100,8,1300,55,1,0,25,8,75,1,0.63,0
granite,dyke,60,slightly weathered,1,72,13,210,9,2023,70,1,0,36,9,65,0,0.18,0
sandstone,fault,25,highly weathered,1,72,14,257,9,2116,85,1,1,48,11,30,1,1.0,1
basalt,fault,25,slightly weathered,0,60,9,270,14,1212,40,1,1,30,7,45,1,0.63,0
granite,fault,30,slightly weathered,0,72,11,210,9,1601,45,1,1,45,7,75,0,0.14,0
granite,fault,80,fresh,0,73,14,330,9,2110,70,1,0,43,12,15,1,0.96,1
limestone,fault,55,slightly weathered,0,73,14,250,13,2302,80,1,1,48,12,80,1,0.99,1
granite,fault,35,slightly weathered,1,67,10,180,9,1869,40,1,0,27,7,75,0,0.06,0
sandstone,joint,70,fresh,0,47,6,330,5,1322,15,0,0,19,5,170,0,0.0,0
sandstone,fault,80,slightly weathered,0,52,6,120,6,1601,48,0,1,34,9,110,0,0.03,0
granite,dyke,30,fresh,0,66,13,200,9,2001,40,0,0,36,7,40,0,0.02,0
limestone,fault,69,slightly weathered,0,54,14,125,13,1600,65,1,0,31,8,72,0,0.07,0
sandstone,bedding plane,48,slightly weathered,0,48,8,200,14,1761,42,1,0,28,7,130,0,0.03,0
basalt,fault,65,slightly weathered,1,63,9,150,7,1153,58,1,0,29,11,135,1,0.68,0
granite,joint,50,fresh,0,58,6,100,9,1601,55,0,0,22,4,10,0,0.0,0
sandstone,fault,60,fresh,0,73,10,210,12,1703,35,1,1,42,10,75,1,0.77,1
limestone,fault,50,slightly weathered,0,58,8,200,9,1419,50,1,0,15,9,70,0,0.02,0
sandstone,fault,65,highly weathered,1,66,14,250,14,2500,95,1,1,50,12,5,1,1.0,1
sandstone,fault,65,fresh,0,55,9,270,9,1701,37,0,0,24,4,15,0,0.0,0
granite,fault,45,slightly weathered,0,60,9,140,10,1240,40,1,1,35,8,30,0,0.14,0
basalt,fault,50,fresh,0,66,13,180,6,1701,35,1,0,39,4,5,0,0.15,0
granite,fault,70,slightly weathered,0,69,12,81,12,1414,50,1,0,42,9,80,1,0.69,0
basalt,fault,65,slightly weathered,1,69,9,200,12,1865,50,1,0,41,9,135,1,0.79,1
limestone,bedding plane,70,highly weathered,1,65,12,30,10,2203,85,1,1,35,6,60,1,0.92,1
basalt,fault,12,fresh,0,58,9,300,11,929,10,0,0,15,7,160,0,0.02,0
sandstone,bedding plane,29,slightly weathered,0,55,9,120,6,1600,40,0,0,22,4,13,0,0.0,0
sandstone,bedding plane,58,slightly weathered,1,67,11,100,13,2071,65,1,0,34,10,135,0,0.15,0
granite,fault,58,slightly weathered,1,66,8,170,8,1902,75,1,0,32,11,70,0,0.05,0
granite,dyke,50,fresh,0,60,11,275,9,1413,55,1,1,37,10,80,0,0.11,0
limestone,bedding plane,65,highly weathered,1,69,5,330,9,1703,70,1,1,33,10,10,1,0.89,1
granite,dyke,15,slightly weathered,0,67,11,300,14,1700,20,1,1,35,7,30,1,0.78,1
granite,fault,35,slightly weathered,1,66,9,110,10,2025,30,1,0,25,8,35,0,0.05,0
sandstone,fault,25,slightly weathered,0,58,8,135,8,1421,42,0,0,23,6,110,0,0.0,0
basalt,dyke,50,fresh,0,66,13,120,13,1600,52,0,1,29,4,2,0,0.12,0
granite,fault,50,fresh,0,66,6,150,7,1908,22,0,1,33,10,120,0,0.05,0
basalt,joint,20,fresh,0,68,14,140,10,1801,10,0,1,40,11,30,0,0.31,0
limestone,bedding plane,29,slightly weathered,0,66,12,155,13,2020,42,0,0,21,9,70,0,0.02,0
sandstone,joint,12,fresh,0,58,5,270,9,1657,12,0,0,19,5,115,0,0.0,0
limestone,joint,45,slightly weathered,0,69,5,330,14,2021,65,0,1,48,7,20,0,0.26,0
granite,fault,65,slightly weathered,0,68,14,50,11,2027,60,1,1,41,12,75,1,0.95,1
granite,fault,54,slightly weathered,0,73,14,150,14,1406,65,0,0,30,7,160,0,0.05,0
limestone,fault,30,slightly weathered,1,67,9,180,5,1600,50,0,1,33,12,80,0,0.16,0
granite,fault,55,highly weathered,1,55,7,210,12,2121,75,1,0,22,9,60,0,0.07,0
sandstone,fault,30,highly weathered,1,69,9,320,11,2203,65,1,0,35,9,30,0,0.18,0
basalt,dyke,52,fresh,0,69,13,140,11,1701,40,0,0,32,5,110,0,0.01,0
sandstone,bedding plane,29,slightly weathered,1,68,8,330,6,2121,80,1,0,41,8,76,1,0.86,1
sandstone,dyke,65,fresh,0,47,5,330,5,1422,15,0,0,18,4,10,0,0.0,0
sandstone,bedding plane,25,slightly weathered,0,73,15,180,13,2201,80,0,1,38,12,60,1,0.94,1
limestone,bedding plane,40,highly weathered,1,69,13,255,9,2025,67,1,0,35,11,55,1,0.82,1
limestone,bedding plane,90,highly weathered,1,58,6,190,8,1910,85,1,0,45,9,180,1,0.94,1
granite,bedding plane,50,fresh,0,73,13,80,10,1600,30,0,0,33,7,100,0,0.02,0
limestone,bedding plane,55,slightly weathered,0,60,12,150,13,2202,80,1,1,37,9,130,1,0.79,1
basalt,fault,15,fresh,0,57,9,120,10,2021,60,0,1,32,7,75,1,0.67,0
basalt,fault,36,fresh,0,69,13,330,11,925,55,0,0,41,10,25,0,0.14,0
granite,bedding plane,55,slightly weathered,0,60,11,360,14,989,35,0,0,28,7,75,0,0.0,0
limestone,fault,45,highly weathered,1,69,11,135,9,1600,80,1,1,48,12,5,1,1.0,1
granite,dyke,20,fresh,0,72,12,120,7,1700,35,1,0,40,9,75,0,0.14,0
basalt,dyke,31,fresh,0,74,10,270,12,1240,11,0,0,41,8,28,0,0.13,0
sandstone,joint,55,slightly weathered,1,77,9,210,13,2310,75,1,1,42,5,80,1,0.9,1
limestone,fault,25,slightly weathered,0,66,8,150,13,2026,65,1,0,32,8,55,0,0.02,0
limestone,bedding plane,65,slightly weathered,0,59,14,340,9,1655,52,0,0,27,7,5,0,0.07,0
granite,bedding plane,40,slightly weathered,0,47,10,210,12,948,15,1,0,20,6,20,0,0.07,0
granite,fault,28,slightly weathered,0,71,10,145,7,1316,63,0,1,22,6,18,0,0.05,0
basalt,dyke,50,slightly weathered,0,55,13,45,14,1700,40,1,0,25,10,45,0,0.07,0
granite,fault,15,slightly weathered,1,71,9,150,5,1460,65,1,0,29,10,55,0,0.08,0
limestone,fault,40,slightly weathered,0,69,14,240,13,1418,85,1,1,42,12,160,1,0.94,1
granite,fault,60,slightly weathered,0,72,11,80,8,2200,82,1,1,45,11,45,1,0.91,1
limestone,joint,70,highly weathered,1,65,7,340,6,2019,82,1,1,38,11,150,1,0.91,1
basalt,fault,46,slightly weathered,1,70,13,85,11,1802,50,1,1,45,11,120,1,0.93,1
basalt,dyke,55,fresh,0,58,13,290,13,2028,65,1,0,36,7,80,0,0.12,0
granite,fault,45,slightly weathered,0,57,12,330,9,1701,55,1,0,32,9,85,1,0.71,1
limestone,bedding plane,52,highly weathered,1,69,12,340,12,2031,75,1,0,44,10,65,1,0.97,1
sandstone,joint,22,highly weathered,1,70,7,210,12,1800,85,1,1,44,10,45,1,0.97,1
granite,fault,53,slightly weathered,0,69,9,190,7,1701,48,0,0,36,9,20,0,0.02,0
basalt,fault,35,slightly weathered,0,59,13,240,6,2003,35,0,0,30,8,90,0,0.05,0
granite,fault,58,slightly weathered,0,71,9,240,9,1863,65,1,0,27,8,100,0,0.03,0
granite,fault,45,slightly weathered,1,72,10,30,12,2196,30,1,1,20,8,45,1,0.79,1
sandstone,joint,65,highly weathered,1,72,14,120,12,2114,70,1,0,42,10,90,1,0.96,1
granite,fault,40,slightly weathered,0,55,12,45,8,1244,90,1,1,25,8,30,1,0.74,1
granite,fault,55,slightly weathered,0,69,7,220,10,2016,60,1,0,38,7,55,0,0.06,0
granite,fault,40,fresh,0,66,11,330,9,1700,68,0,0,32,12,75,0,0.11,0
limestone,bedding plane,60,highly weathered,1,69,7,310,14,929,65,1,0,48,7,92,1,0.77,1
limestone,bedding plane,50,fresh,0,74,11,200,7,2500,40,0,1,38,9,125,1,0.73,1
sandstone,fault,40,slightly weathered,1,50,7,80,13,1907,65,0,0,12,7,20,0,0.03,0
basalt,fault,53,fresh,0,74,13,120,11,1901,45,0,1,40,12,20,1,0.93,1
